modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,sex,channels,sample_width,frame_rate,frame_width,length_ms,frame_count,intensity,zero_crossings_sum,mfcc_mean,mfcc_std,mfcc_min,mfcc_max,sc_mean,sc_std,sc_min,sc_max,sc_kur,sc_skew,stft_mean,stft_std,stft_min,stft_max,stft_kur,stft_skew,mean,std,min,max,kur,skew
audio-only,song,angry,normal,Dogs are sitting by the door,1st,7,M,1,2,48000,2,4571,219420,-34.2809245,16134,-26.446817,128.60107,-732.5533,200.04703,5147.751167,3224.967075,1064.693332,12016.0917,-1.330388049,0.385249421,0.45858407,0.31535074,0.005396236,1,-1.20314929,0.348821788,4.14E-06,0.019319948,-0.16519165,0.26455688,11.7198898,0.587414818
audio-only,speech,happy,strong,Dogs are sitting by the door,2nd,7,M,1,2,48000,2,3837,184184,-29.17090167,11649,-22.39592,115.42022,-686.49365,178.72696,3914.842899,1885.496358,822.9440596,9676.140596,0.664632364,1.008451369,0.5015862,0.33296275,0.001239734,1,-1.367082641,0.056597721,-3.89E-06,0.034802042,-0.2296753,0.2659607,9.034288714,0.179017518
audio-only,speech,happy,strong,Dogs are sitting by the door,2nd,13,M,1,2,48000,2,3337,160160,-33.58251639,11335,-28.829979,133.75623,-726.3133,212.25278,6667.356894,3850.188416,1171.21167,12093.1922,-1.692189478,-0.128428767,0.5599282,0.33346683,0.000463516,1,-1.285798302,-0.356410139,5.72E-09,0.020946465,-0.15518188,0.1730957,8.341749049,0.034348547
audio-only,song,fearful,normal,Dogs are sitting by the door,2nd,7,M,1,2,48000,2,4872,233833,,11493,-27.798038,154.882,-874.4417,204.28586,4830.87665,3217.937116,994.9977971,11930.33733,-1.180999776,0.448834786,0.47320926,0.3343218,0.000758581,1,-1.386099091,0.167074667,-4.98E-06,0.005721388,-0.052764893,0.051574707,6.886201171,-0.083712359
audio-only,song,angry,normal,Dogs are sitting by the door,1st,13,M,1,2,48000,2,4304,206606,-36.19172445,14035,-27.696926,134.21622,-763.2609,202.03738,5543.692974,3824.694839,1083.328682,12081.77434,-1.690125138,0.278039309,0.49511486,0.34099054,0.00199962,1,-1.462940771,-0.001504651,-8.48E-07,0.015522214,-0.080566406,0.10317993,4.237765709,0.035120346
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4872,233833,-34.22621005,10736,-23.407352,132.48196,-755.51855,230.59955,3590.780777,2504.010608,666.6059474,9928.415967,-1.040582005,0.564174646,0.4286146,0.3288854,0.001143864,1,-1.185440161,0.409011882,-5.49E-07,0.01945897,-0.112457275,0.11331177,4.768959543,-0.766262499
audio-only,song,calm,normal,Dogs are sitting by the door,1st,3,M,1,2,48000,2,4238,203403,-32.65850794,12201,-21.851892,119.80194,-717.12494,193.68042,3690.560385,2229.68877,924.9786144,10296.32514,0.237631518,1.081166694,0.4766515,0.3349414,0.001026326,1,-1.350263392,0.16625676,-1.75E-05,0.023314042,-0.16433716,0.17285156,5.018914555,-0.069768008
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,4471,214615,-37.32230152,18187,-23.897612,129.9341,-736.86914,165.38994,4810.773076,2327.19187,226.9817563,10683.22542,-0.533623133,0.233032605,0.5641588,0.3211782,0.000501645,1,-1.344694879,-0.153473403,2.19E-05,0.013628791,-0.15341187,0.12307739,17.93209635,-1.220110597
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,3,M,1,2,48000,2,3704,177777,-31.46883764,7579,-23.24967,118.53979,-671.6351,214.77074,3347.626005,3462.314474,0,12110.81354,0.735905593,1.421272208,0.4507603,0.36821473,0,1,-1.54602769,0.131700404,1.45E-05,0.02670563,-0.2218628,0.21859741,8.996087712,-0.41621646
audio-only,speech,disgust,strong,Dogs are sitting by the door,1st,3,M,1,2,48000,2,3837,184184,,16873,-24.857498,125.02125,-740.4034,193.07224,5177.784978,2785.536905,1133.304558,11752.20903,-1.014840254,0.513962923,0.48276356,0.30016482,0.005093465,1,-1.133636494,0.2562976,2.28E-06,0.014539212,-0.1515503,0.1635437,18.84235975,0.044545882
audio-only,speech,sad,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3570,171371,,12962,-24.230919,133.512,-741.94366,221.29701,4517.62936,2089.712463,1144.866292,9925.940732,-0.495395856,0.167777688,0.522026,0.28601378,0.009479916,1,-1.07389476,0.125264722,-3.49E-06,0.01665555,-0.18063354,0.21875,21.51473041,0.090491723
audio-only,song,neutral,normal,Dogs are sitting by the door,2nd,3,M,1,2,48000,2,4471,214615,-34.58817449,17592,-27.759796,128.83519,-755.57196,203.38658,4611.098473,3155.482733,1024.619254,11005.02493,-1.359805376,0.389344371,0.43845865,0.32342684,0.001925024,1,-1.220553446,0.323840729,-3.10E-07,0.018648231,-0.10021973,0.12188721,4.21651456,0.056253361
audio-only,,calm,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,5172,248248,,11343,-24.276451,136.72879,-770.65125,219.37152,3710.856754,2631.005751,808.3133687,9901.645044,-1.15200105,0.524691625,0.44671005,0.33331174,0.000576375,1,-1.289981316,0.283328914,-7.22E-07,0.015979953,-0.09295654,0.08657837,3.426489728,-0.54097422
audio-only,song,calm,strong,Kids are talking by the door,1st,,M,1,2,48000,2,5239,251451,-37.72080672,9257,-25.93608,143.09335,-771.87244,209.35455,4371.937073,3451.311172,568.8956858,10628.39109,-1.612614524,0.339349981,0.5039494,0.3533665,0.000462341,1,-1.525453172,-0.015091441,-3.14E-06,0.013029976,-0.07723999,0.069610596,4.064905467,-0.397669951
audio-only,speech,disgust,normal,Kids are talking by the door,1st,,M,1,2,48000,2,4037,193794,-40.65152703,18159,-26.534851,132.53206,-771.9334,208.68661,5059.046804,2468.628775,1272.782683,10901.85961,-1.021493428,0.407053165,0.51357365,0.28698418,0.005527569,1,-1.084858942,0.168470479,-9.42E-07,0.009292364,-0.13626099,0.15820312,32.53305272,-0.326546041
audio-only,speech,sad,normal,Kids are talking by the door,2nd,17,M,1,2,48000,2,3504,168168,-38.7821717,8106,-23.924105,144.2533,-766.13416,239.63577,4511.908984,2464.106092,857.1484003,10234.96795,-1.026530474,0.173984651,0.6084986,0.3068409,0.002664301,1,-1.170554874,-0.36948641,-2.79E-06,0.011521523,-0.14837646,0.18771362,32.79187786,-0.205724125
audio-only,speech,disgust,normal,Kids are talking by the door,1st,17,M,1,2,48000,2,3837,184184,-40.17889805,10146,-25.19708,144.75647,-759.5558,239.11609,5619.826051,3023.893299,699.8766678,10764.24102,-1.428611456,-0.181084251,0.6162695,0.29322803,0.010933721,1,-0.987102437,-0.429296935,1.47E-05,0.009808747,-0.114227295,0.12319946,33.46962725,0.082246254
audio-only,speech,sad,normal,Kids are talking by the door,2nd,3,M,1,2,48000,2,3570,171371,-48.79805947,6659,-29.69268,158.17438,-869.90393,219.22891,4894.521322,3991.866197,0,12056.00159,-0.942673096,0.759688744,0.5807022,0.33024248,0,1,-1.248491514,-0.356569236,3.16E-06,0.003641615,-0.03479004,0.028167725,10.22647884,-1.012640962
audio-only,song,calm,strong,Kids are talking by the door,1st,3,M,1,2,48000,2,4872,233833,,9966,-20.95498,123.42863,-723.0643,194.09293,3712.914144,2279.854767,972.685088,10620.22496,-0.642778901,0.836566816,0.49032447,0.32979298,0.002976957,1,-1.379941074,0.11166779,-1.06E-06,0.019190328,-0.13882446,0.16143799,10.54801761,-0.141093561
audio-only,song,fearful,strong,Kids are talking by the door,2nd,7,M,1,2,48000,2,4137,198598,-32.75005967,12917,-25.268179,125.53175,-713.1928,204.54025,4598.117197,2669.110663,1314.551531,11999.9269,-0.605427037,0.645903051,0.47967017,0.3197795,0.006022871,1,-1.3016973,0.239982444,-4.49E-06,0.023053477,-0.22235107,0.26800537,13.1351408,0.433316562
audio-only,song,angry,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4271,205005,-31.5086356,12506,-24.141273,123.04273,-697.5541,186.81772,5573.536157,3664.990842,1098.136389,11871.80188,-1.617424888,0.251023282,0.5087851,0.33466384,0.001838126,1,-1.419147998,-0.050146325,-3.03E-05,0.026609376,-0.16983032,0.20605469,6.45632826,-0.009304361
audio-only,speech,happy,normal,Kids are talking by the door,2nd,13,M,1,2,48000,2,3203,153754,,9967,-30.507092,160.3293,-840.90186,246.01212,6629.537611,4064.185222,1021.746955,12830.74765,-1.674011425,-0.20661046,0.5870864,0.30759206,0.008272552,1,-1.169826584,-0.355780177,-1.58E-07,0.005752768,-0.049316406,0.06750488,13.3827991,0.045672363
audio-only,speech,happy,normal,Kids are talking by the door,2nd,7,M,1,2,48000,2,3470,166566,-45.01264224,10253,-28.481161,154.73564,-859.54456,232.99231,5488.829771,3384.280429,951.075878,11911.67113,-1.171607979,0.312626662,0.53543574,0.28562286,0.009263209,1,-1.077543052,-0.002542102,-2.57E-06,0.005644797,-0.03866577,0.04626465,9.939792156,0.330536599
audio-only,song,fearful,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,4238,203403,-35.42313904,13291,-26.090168,130.36266,-746.54785,198.65744,5227.828654,3399.082251,977.0322973,12026.82745,-1.233327024,0.494479783,0.47144067,0.3305874,0.001719558,1,-1.379480382,0.18362593,-4.98E-05,0.016955148,-0.10232544,0.117889404,5.851256994,-0.091232779
audio-only,song,angry,strong,Kids are talking by the door,1st,7,M,1,2,48000,2,4438,213013,-28.73261504,12299,-20.16844,112.59583,-653.3416,197.83707,4301.63513,2834.926495,0,12032.72642,-0.307240252,0.868790032,0.52060723,0.33079687,0,1,-1.454479457,0.072030935,-6.14E-05,0.036607,-0.33511353,0.4308777,15.7543957,0.348307046
audio-only,song,happy,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4471,214615,,12927,-24.716915,126.59951,-711.856,216.32465,5056.042709,3465.429373,924.1574168,11745.91763,-1.562586584,0.301512709,0.5054502,0.33963937,0.001444859,1,-1.418963847,-0.046107058,4.08E-07,0.022364305,-0.1385498,0.1749878,5.257192471,0.427541594
audio-only,speech,angry,strong,Dogs are sitting by the door,1st,23,M,1,2,48000,2,3237,155355,-20.5295282,11601,-23.533424,98.51554,-523.8097,201.82196,6326.335778,3100.627457,1194.858198,11169.53087,-1.452361949,-0.309188022,0.5866302,0.31679538,0.00046337,1,-1.016397503,-0.462747202,1.07E-07,0.094096996,-0.9768982,0.9988098,28.01778998,0.422430984
audio-only,speech,fearful,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3537,169770,-33.71006478,10003,-27.54275,132.23027,-756.4276,205.58344,3397.805492,2867.462764,0,12040.57,0.933636879,1.037492528,0.35657853,0.33334088,0,1,-0.909942729,0.649004461,2.16E-07,0.02064861,-0.16107178,0.17520142,8.362575556,0.197051019
audio-only,speech,surprised,strong,Kids are talking by the door,1st,21,M,1,2,48000,2,3637,174574,-32.15002827,11594,-26.124168,127.01698,-693.3595,207.54337,5638.252809,3212.225991,893.940126,12003.76341,-1.261725304,0.173287391,0.52381146,0.3058408,0.005562337,1,-1.228618296,0.003116023,2.53E-07,0.024697263,-0.20327759,0.23049927,11.99218688,0.242542987
audio-only,speech,surprised,strong,Kids are talking by the door,1st,,M,1,2,48000,2,3303,158558,-45.25193808,10357,-29.362566,148.61462,-758.1518,211.51035,6502.541267,3573.186452,963.1964611,12099.35206,-1.511139893,-0.31067571,0.60486525,0.28367093,0.005228085,1,-0.895336688,-0.43371278,1.22E-06,0.005471537,-0.099090576,0.084228516,56.46496531,-0.687043841
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3437,164965,,10894,-28.46014,173.59099,-931.52625,247.03996,5758.151043,3501.869201,1089.510253,12054.93692,-1.556293844,-0.124420988,0.6350572,0.28374332,0.013417959,1,-0.916966071,-0.512726597,-1.89E-06,0.002294279,-0.021606445,0.015716553,10.98079704,-0.827621473
audio-only,speech,surprised,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3470,166567,-34.76046225,11427,-27.473495,131.8628,-707.6428,226.02197,6111.341507,3573.806,634.7400557,12183.52837,-1.434604919,0.016367048,0.5579623,0.303069,0.003721981,1,-1.230307831,-0.147236493,1.23E-08,0.018305799,-0.17926025,0.18746948,14.36221018,0.339471028
audio-only,speech,fearful,normal,Kids are talking by the door,2nd,23,M,1,2,48000,2,3237,155355,,7766,-31.944847,162.44,-861.8809,211.15645,7202.992439,3984.018104,0,12279.36341,-1.520920948,-0.277519013,0.58576536,0.2940451,0,1,-1.059791602,-0.336055156,3.20E-07,0.005598577,-0.059661865,0.07168579,18.12262194,0.913943724
audio-only,speech,angry,normal,Kids are talking by the door,1st,23,M,1,2,48000,2,3303,158559,-32.33449507,6305,-28.962982,134.32785,-713.18646,216.10693,7327.740337,4367.087944,0,14661.64697,-1.616828228,-0.231369624,0.6030399,0.3085522,0,1,-0.971887562,-0.479855902,3.71E-08,0.024191746,-0.23114014,0.2612915,18.47044556,0.320796967
audio-only,song,happy,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,4638,222622,,13082,-23.54386,120.28012,-699.8389,191.87587,4705.769435,3142.815655,1040.24689,11917.76476,-1.04192724,0.660735838,0.48099884,0.33499706,0.004291448,1,-1.409697041,0.135552149,5.36E-07,0.02896306,-0.1991272,0.2937317,6.275432332,0.486475035
audio-only,song,happy,normal,Kids are talking by the door,2nd,17,M,1,2,48000,2,5005,240240,-30.87420688,11505,-23.625526,125.21347,-715.0231,218.50357,3616.293107,2493.69482,754.1852499,10424.53374,-0.678921228,0.741042995,0.43582472,0.33214492,0.001256313,1,-1.246658659,0.377131366,1.00E-07,0.028597707,-0.22961426,0.20098877,7.801396959,-0.459373667
audio-only,speech,surprised,strong,Dogs are sitting by the door,1st,1,M,1,2,48000,2,3504,168168,,7103,-30.00575,146.38081,-803.677,217.75772,6816.283409,4417.945946,0,12196.35025,-1.70188241,-0.056358378,0.5825236,0.3208298,0,1,-1.212660377,-0.335855812,1.19E-06,0.011375551,-0.06311035,0.113861084,7.644280882,0.678558097
audio-only,,angry,strong,Kids are talking by the door,1st,17,M,1,2,48000,2,3504,168168,,12235,-20.72787,113.10947,-607.58545,200.87067,4781.298246,2268.29099,1002.889032,9123.085124,-1.299432204,-0.142059145,0.55357707,0.28730384,0.010840982,1,-1.134846216,-0.024167143,1.05E-05,0.048692226,-0.50860596,0.6569214,26.55660104,0.609546009
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3904,187387,,14783,-19.625097,89.8319,-573.6962,175.66663,4049.321206,1696.85735,1414.031763,10966.96735,1.982951495,1.197927697,0.39696977,0.31053647,0.000346216,1,-0.806582997,0.592593675,3.41E-06,0.07310669,-0.6816406,0.7760315,15.39597919,-0.101211804
audio-only,speech,angry,strong,Kids are talking by the door,1st,3,M,1,2,48000,2,4404,211411,-20.98351226,19641,-18.486172,92.556435,-571.73413,192.75876,4557.53413,2166.478313,1311.02742,10012.93206,-0.952013078,0.497023239,0.4845241,0.3187003,0.001066559,1,-1.248536913,0.126075593,-2.36E-05,0.08931675,-0.9639282,0.91308594,12.18628453,0.122183689
audio-only,speech,fearful,strong,Kids are talking by the door,2nd,,M,1,2,48000,2,3737,179379,,8567,-19.517162,108.80576,-590.8705,183.808,4307.500833,3037.140877,110.0480748,10190.83016,-1.287183106,0.306694124,0.64722914,0.318132,0.001298264,1,-0.888565082,-0.659926793,-5.35E-05,0.05782487,-0.60324097,0.60946655,19.31912713,0.781315656
audio-only,speech,surprised,strong,Dogs are sitting by the door,1st,,M,1,2,48000,2,3203,153754,-39.70500474,7569,-25.004677,152.7914,-820.29395,252.5346,5019.322344,2671.858559,1080.59753,9803.945963,-1.403018317,-0.006546358,0.62482643,0.29373673,0.008272731,1,-1.037430985,-0.447663446,-1.82E-06,0.010359553,-0.13070679,0.11798096,18.63072354,-0.859782333
audio-only,song,happy,normal,Kids are talking by the door,2nd,3,M,1,2,48000,2,4738,227428,-31.3505263,13041,-24.889584,117.728935,-711.6892,201.77768,3621.476698,2556.280475,1011.735694,10016.67085,0.119092926,1.202659661,0.40981463,0.32360804,0.001988006,1,-1.094870685,0.496808745,6.48E-06,0.02707934,-0.15533447,0.19500732,6.311633448,0.156785452
audio-only,song,sad,normal,Kids are talking by the door,2nd,13,M,1,2,48000,2,4671,224224,,10120,-29.949501,160.6027,-867.73663,203.00366,4920.738794,4006.692297,851.2373028,12061.37669,-1.575819444,0.436491309,0.49420616,0.3459924,0.001971033,1,-1.493773099,0.010430125,-2.10E-06,0.004841016,-0.03225708,0.029022217,4.698340163,-0.203981704
audio-only,speech,calm,strong,Kids are talking by the door,1st,13,M,1,2,48000,2,3136,150551,-51.22414851,8217,-31.78576,175.6192,-919.2127,251.78572,6950.682309,4199.181055,884.3386141,12056.59999,-1.668229874,-0.3054797,0.6499055,0.27165842,0.032219138,1,-0.76341339,-0.588903982,-1.00E-06,0.002753065,-0.026824951,0.03213501,16.53460221,-0.064121837
audio-only,speech,calm,strong,Kids are talking by the door,1st,,M,1,2,48000,2,4004,192192,-51.92743685,15204,-26.691029,151.91255,-925.3418,183.44287,4976.127243,3031.594872,1097.434403,11871.42973,-0.687540752,0.734526053,0.55905974,0.27542493,0.006584866,1,-1.114465008,0.013167016,2.14E-05,0.002534728,-0.02142334,0.019836426,8.590875665,-0.794704221
audio-only,song,sad,normal,Kids are talking by the door,2nd,7,M,1,2,48000,2,4638,222623,-49.96833191,7997,-35.287117,169.86954,-924.95514,198.89627,3818.805551,3792.528309,0,12079.50104,-0.718757425,0.874116512,0.3741537,0.34892318,0,1,-1.222534525,0.47883261,-6.72E-09,0.003202222,-0.01751709,0.022033691,5.436576634,0.152792918
audio-only,song,sad,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4705,225826,,10153,-30.579388,153.85771,-844.2189,217.33032,4298.845915,3364.652885,0,12000.00013,-1.268554665,0.536125749,0.46320298,0.35840145,0,1,-1.514346035,0.11706675,-1.56E-07,0.006015244,-0.03503418,0.03579712,4.670940467,0.292121375
audio-only,speech,calm,normal,Dogs are sitting by the door,1st,7,M,1,2,48000,2,3504,168168,,8138,-26.509857,165.82262,-960.14233,229.32999,5084.375449,3134.769294,1029.597601,12166.18745,-0.788378914,0.492976762,0.59285235,0.2890441,0.011122894,1,-1.158197313,-0.241393688,-3.56E-06,0.002852736,-0.022247314,0.02645874,10.90082369,0.010025523
audio-only,speech,neutral,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3136,150550,,10722,-32.124973,167.78348,-870.3669,250.29758,7194.208348,4119.333872,1008.813759,12078.45377,-1.572773192,-0.430736248,0.63207287,0.29528347,0.013521339,1,-0.856463091,-0.610963189,2.20E-07,0.004441973,-0.04043579,0.04925537,16.57559269,0.006866868
audio-only,speech,calm,normal,Dogs are sitting by the door,1st,13,M,1,2,48000,2,3136,150550,,7831,-30.436478,171.13992,-885.7584,234.77856,6615.243831,3970.32289,975.601377,11861.65959,-1.651055703,-0.296351987,0.64545125,0.28663492,0.009872885,1,-0.901997103,-0.571396612,-1.96E-06,0.002729522,-0.029968262,0.02835083,14.2718449,-0.188430903
audio-only,,neutral,normal,Dogs are sitting by the door,2nd,7,M,1,2,48000,2,3737,179379,-48.03013165,16234,-27.6782,156.74083,-884.08417,211.73738,5616.196783,3277.642675,1031.404314,11549.10541,-1.582359416,-0.043775549,0.5701794,0.27946922,0.016353825,1,-1.075143174,-0.116255231,-6.94E-07,0.003988418,-0.031188965,0.043670654,13.72935891,0.364597888
audio-only,song,sad,strong,Dogs are sitting by the door,2nd,13,M,1,2,48000,2,4438,213013,-42.00953174,12399,-29.77016,153.08556,-836.2429,234.49063,5288.576073,4151.203091,811.7795637,11965.16418,-1.742815251,0.258115475,0.47948068,0.34553188,0.001599528,1,-1.462833266,0.040793942,-6.98E-07,0.007936434,-0.046081543,0.04071045,4.364452734,0.041629695
audio-only,speech,surprised,normal,Kids are talking by the door,1st,,M,1,2,48000,2,3637,174575,-39.88623703,7682,-23.40943,145.97493,-800.7574,249.62173,3824.783376,3244.882878,239.3421319,11838.53661,-0.61882819,0.931122189,0.6153007,0.3182081,0.010843284,1,-1.277099239,-0.387297526,5.62E-05,0.010138767,-0.11764526,0.13275146,20.85405629,-0.239585207
audio-only,,happy,strong,Dogs are sitting by the door,2nd,,M,1,2,48000,2,4805,230630,-24.72022293,16591,-18.79687,89.9525,-588.57886,184.9656,3443.566265,1832.485867,1239.743237,9640.730127,1.714339642,1.454911678,0.41001865,0.31030968,0.001478927,1,-0.901960134,0.553628171,-2.85E-06,0.058079477,-0.5156555,0.67800903,8.226003747,0.108202995
audio-only,speech,angry,normal,Dogs are sitting by the door,1st,,M,1,2,48000,2,3804,182583,,18873,-26.16556,131.39886,-763.84766,209.69003,4787.855518,2746.194145,0,11999.99998,-0.728638513,0.272220365,0.4751809,0.2993812,0,1,-1.036932373,0.271768546,4.45E-06,0.011528134,-0.09082031,0.099243164,11.47753753,-0.115269553
audio-only,speech,fearful,normal,Dogs are sitting by the door,2nd,,M,1,2,48000,2,3637,174574,,8699,-19.016048,109.352425,-593.8493,205.544,3771.001441,2597.781286,87.50290551,10115.53145,-0.984631194,0.412382808,0.67793214,0.30606583,0.004190187,1,-0.635035929,-0.801967121,-9.02E-05,0.0621061,-0.73013306,0.85498047,29.13058839,-0.066459454
